trading_day,trade_time,trade_timestamp,exchange_id,instrument_id,open_price,highest_price,lowest_price,close_price,settlement_price,upper_limit_price,lower_limit_price,pre_settlement_price,volume,turnover,open_interest,insert_time
2024.11.01,2024.11.01T13:36:00.000,1730439360000,CFFEX,IC2503,5776,5779.399999999999636,5776,5779,0,0,0,0,27,31202240,56664,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:37:00.000,1730439420000,CFFEX,IC2503,5777.600000000000363,5779.199999999999818,5775.600000000000363,5777.800000000000181,0,0,0,0,25,28885480,56677,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:38:00.000,1730439480000,CFFEX,IC2503,5775.800000000000181,5775.800000000000181,5772,5772,0,0,0,0,51,58892720,56691,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:39:00.000,1730439540000,CFFEX,IC2503,5773.800000000000181,5779.600000000000363,5773.800000000000181,5779.600000000000363,0,0,0,0,44,50845080,56687,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:40:00.000,1730439600000,CFFEX,IC2503,5777,5778.600000000000363,5773,5774.199999999999818,0,0,0,0,15,17331440,56689,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:41:00.000,1730439660000,CFFEX,IC2503,5774.199999999999818,5777.800000000000181,5774.199999999999818,5777.800000000000181,0,0,0,0,22,25414240,56687,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:42:00.000,1730439720000,CFFEX,IC2503,5774,5776.800000000000181,5774,5776.800000000000181,0,0,0,0,32,36963760,56680,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:43:00.000,1730439780000,CFFEX,IC2503,5777.800000000000181,5788,5777.800000000000181,5786.600000000000363,0,0,0,0,45,52046520,56684,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:44:00.000,1730439840000,CFFEX,IC2503,5785.800000000000181,5786.800000000000181,5781.600000000000363,5785.199999999999818,0,0,0,0,27,31235080,56683,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:45:00.000,1730439900000,CFFEX,IC2503,5782.600000000000363,5782.600000000000363,5774,5775.800000000000181,0,0,0,0,42,48530200,56686,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:46:00.000,1730439960000,CFFEX,IC2503,5774.800000000000181,5779,5772,5775,0,0,0,0,33,38115400,56693,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:47:00.000,1730440020000,CFFEX,IC2503,5776.600000000000363,5776.600000000000363,5772,5773.800000000000181,0,0,0,0,29,33488160,56698,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:48:00.000,1730440080000,CFFEX,IC2503,5773.199999999999818,5775.600000000000363,5772.399999999999636,5774.399999999999636,0,0,0,0,27,31178920,56700,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:49:00.000,1730440140000,CFFEX,IC2503,5774.800000000000181,5774.800000000000181,5769,5771.399999999999636,0,0,0,0,51,58872080,56717,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:50:00.000,1730440200000,CFFEX,IC2503,5771.600000000000363,5775.199999999999818,5771.600000000000363,5774.399999999999636,0,0,0,0,19,21939760,56715,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:51:00.000,1730440260000,CFFEX,IC2503,5773.800000000000181,5773.800000000000181,5770.800000000000181,5771,0,0,0,0,23,26549640,56713,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:52:00.000,1730440320000,CFFEX,IC2503,5773,5779.199999999999818,5773,5779.199999999999818,0,0,0,0,35,40437400,56714,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:53:00.000,1730440380000,CFFEX,IC2503,5777.600000000000363,5777.800000000000181,5773.600000000000363,5777.199999999999818,0,0,0,0,29,33501640,56722,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:54:00.000,1730440440000,CFFEX,IC2503,5775.600000000000363,5776,5768,5768,0,0,0,0,52,60022960,56737,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:55:00.000,1730440500000,CFFEX,IC2503,5768,5773,5768,5770.800000000000181,0,0,0,0,23,26542960,56747,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:56:00.000,1730440560000,CFFEX,IC2503,5768.600000000000363,5773.800000000000181,5768.600000000000363,5773.800000000000181,0,0,0,0,38,43861280,56754,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:57:00.000,1730440620000,CFFEX,IC2503,5773.600000000000363,5779,5772,5777.800000000000181,0,0,0,0,52,60071960,56766,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:58:00.000,1730440680000,CFFEX,IC2503,5778,5788,5778,5788,0,0,0,0,80,92532560,56799,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T13:59:00.000,1730440740000,CFFEX,IC2503,5788,5794.800000000000181,5787,5794.800000000000181,0,0,0,0,76,88038520,56802,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T14:00:00.000,1730440800000,CFFEX,IC2503,5793.399999999999636,5794.199999999999818,5790.800000000000181,5792.199999999999818,0,0,0,0,54,62560680,56805,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T14:01:00.000,1730440860000,CFFEX,IC2503,5793.399999999999636,5793.800000000000181,5786.800000000000181,5789.199999999999818,0,0,0,0,65,75286360,56814,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T14:02:00.000,1730440920000,CFFEX,IC2503,5788.800000000000181,5789.399999999999636,5783.800000000000181,5787.399999999999636,0,0,0,0,67,77540320,56819,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T14:03:00.000,1730440980000,CFFEX,IC2503,5787.800000000000181,5794.399999999999636,5787.199999999999818,5794.399999999999636,0,0,0,0,38,44004960,56828,2024.11.01T18:30:14.636
2024.11.01,2024.11.01T14:04:00.000,1730441040000,CFFEX,IC2503,5794.399999999999636,5795,5790,5791.399999999999636,0,0,0,0,42,48658400,56840,2024.11.01T18:30:14.636
