date,open,high,low,close,volume
20230417 07:30:00 US/Eastern,2009.07,2010.28,2007.95,2009.25,-1
20230417 08:00:00 US/Eastern,2008.89,2010.79,2007.21,2009.07,-1
20230417 08:30:00 US/Eastern,2002.58,2008.02,1999.06,2002.76,-1
20230417 09:00:00 US/Eastern,2000.21,2002.35,1998.0,2000.39,-1
20230417 09:30:00 US/Eastern,1997.08,2001.0,1992.16,1997.26,-1
20230417 10:00:00 US/Eastern,1993.45,1997.25,1990.75,1993.65,-1
20230417 10:30:00 US/Eastern,1987.0,1992.12,1981.15,1987.19,-1
20230417 11:00:00 US/Eastern,1988.79,1992.15,1985.15,1988.96,-1
20230417 11:30:00 US/Eastern,1990.29,1992.17,1988.67,1990.44,-1
20230417 12:00:00 US/Eastern,1988.34,1990.39,1987.24,1988.52,-1
20230417 12:30:00 US/Eastern,1989.96,1992.26,1987.5,1990.15,-1
20230417 13:00:00 US/Eastern,1994.41,1996.12,1991.34,1994.59,-1
20230417 13:30:00 US/Eastern,1994.91,1995.98,1994.19,1995.09,-1
20230417 14:00:00 US/Eastern,1994.88,1996.01,1994.03,1995.07,-1
20230417 14:30:00 US/Eastern,1995.94,1997.25,1994.22,1996.13,-1
20230417 15:00:00 US/Eastern,1995.5,1996.66,1994.58,1995.73,-1
20230417 15:30:00 US/Eastern,1995.84,1996.87,1994.9,1996.06,-1
20230417 16:00:00 US/Eastern,1995.38,1996.7,1994.73,1995.6,-1
20230417 16:30:00 US/Eastern,1995.16,1997.5,1994.58,1995.42,-1
20230417 18:00:00 US/Eastern,1994.44,1996.01,1994.0,1994.72,-1
20230417 18:30:00 US/Eastern,1994.3,1994.95,1994.0,1994.59,-1
20230417 19:00:00 US/Eastern,1994.72,1995.45,1994.11,1994.87,-1
20230417 19:30:00 US/Eastern,1994.48,1995.14,1994.0,1994.67,-1
20230417 20:00:00 US/Eastern,1994.3,1995.31,1993.33,1994.5,-1
20230417 20:30:00 US/Eastern,1995.32,1996.3,1994.64,1995.51,-1
20230417 21:00:00 US/Eastern,1996.28,1997.26,1994.4,1996.45,-1
20230417 21:30:00 US/Eastern,1998.02,1999.53,1996.07,1998.18,-1
20230417 22:00:00 US/Eastern,1997.59,1998.68,1996.19,1997.78,-1
20230417 22:30:00 US/Eastern,1998.49,2001.0,1997.05,1998.63,-1
20230417 23:00:00 US/Eastern,2000.54,2002.03,1999.36,2000.67,-1
20230417 23:30:00 US/Eastern,2000.18,2001.96,1999.5,2000.35,-1
20230418 00:00:00 US/Eastern,1999.66,2000.62,1999.22,1999.8,-1
20230418 00:30:00 US/Eastern,1999.12,1999.9,1998.16,1999.31,-1
20230418 01:00:00 US/Eastern,1998.35,1999.39,1996.35,1998.53,-1
20230418 01:30:00 US/Eastern,2000.59,2002.02,1998.97,2000.77,-1
20230418 02:00:00 US/Eastern,1999.79,2001.19,1998.29,1999.96,-1
20230418 02:30:00 US/Eastern,1999.5,2001.34,1998.05,1999.69,-1
20230418 03:00:00 US/Eastern,2000.05,2003.11,1998.53,2000.22,-1
20230418 03:30:00 US/Eastern,2002.44,2004.28,2001.15,2002.62,-1
20230418 04:00:00 US/Eastern,2003.45,2005.28,2001.86,2003.6,-1
20230418 04:30:00 US/Eastern,2002.92,2003.65,2001.94,2003.09,-1
20230418 05:00:00 US/Eastern,2003.08,2004.29,2000.0,2003.26,-1
20230418 05:30:00 US/Eastern,2000.47,2001.93,1999.11,2000.63,-1
20230418 06:00:00 US/Eastern,2001.43,2003.65,1999.73,2001.58,-1
20230418 06:30:00 US/Eastern,2003.95,2004.97,2002.65,2004.09,-1
20230418 07:00:00 US/Eastern,2003.79,2004.76,2003.07,2003.93,-1
20230418 07:30:00 US/Eastern,2003.96,2005.06,2003.17,2004.15,-1
20230418 08:00:00 US/Eastern,2004.19,2005.42,2002.69,2004.38,-1
20230418 08:30:00 US/Eastern,2002.62,2006.05,2000.74,2002.78,-1
20230418 09:00:00 US/Eastern,1998.35,2001.79,1992.9,1998.5,-1
20230418 09:30:00 US/Eastern,1996.47,2000.97,1991.24,1996.61,-1
20230418 10:00:00 US/Eastern,2005.55,2010.96,1999.0,2005.7,-1
20230418 10:30:00 US/Eastern,2008.86,2010.61,2006.77,2009.01,-1
20230418 11:00:00 US/Eastern,2008.85,2011.12,2007.09,2009.01,-1
20230418 11:30:00 US/Eastern,2009.07,2011.98,2007.29,2009.2,-1
20230418 12:00:00 US/Eastern,2007.17,2008.66,2006.09,2007.34,-1
20230418 12:30:00 US/Eastern,2006.15,2007.47,2005.08,2006.32,-1
20230418 13:00:00 US/Eastern,2007.29,2008.38,2006.68,2007.49,-1
20230418 13:30:00 US/Eastern,2005.14,2007.39,2003.9,2005.3,-1
20230418 14:00:00 US/Eastern,2004.25,2005.12,2003.37,2004.42,-1
20230418 14:30:00 US/Eastern,2004.43,2005.75,2003.79,2004.61,-1
20230418 15:00:00 US/Eastern,2005.59,2006.3,2004.77,2005.74,-1
20230418 15:30:00 US/Eastern,2004.91,2006.12,2003.79,2005.09,-1
20230418 16:00:00 US/Eastern,2004.91,2005.61,2004.1,2005.09,-1
20230418 16:30:00 US/Eastern,2004.93,2006.2,2002.58,2005.13,-1
20230418 18:00:00 US/Eastern,2005.25,2006.2,2003.99,2005.53,-1
20230418 18:30:00 US/Eastern,2005.22,2006.13,2004.51,2005.45,-1
20230418 19:00:00 US/Eastern,2005.37,2005.78,2004.74,2005.51,-1
20230418 19:30:00 US/Eastern,2005.42,2006.44,2004.85,2005.59,-1
20230418 20:00:00 US/Eastern,2006.13,2006.9,2004.98,2006.29,-1
20230418 20:30:00 US/Eastern,2005.7,2007.62,2004.79,2005.88,-1
20230418 21:00:00 US/Eastern,2005.73,2008.28,2002.84,2005.9,-1
20230418 21:30:00 US/Eastern,2003.87,2005.53,2002.81,2004.05,-1
20230418 22:00:00 US/Eastern,2003.74,2005.45,2001.93,2003.91,-1
20230418 22:30:00 US/Eastern,2004.51,2007.04,2003.27,2004.66,-1
20230418 23:00:00 US/Eastern,2004.12,2004.93,2003.66,2004.32,-1
20230418 23:30:00 US/Eastern,2003.29,2004.97,2002.13,2003.45,-1
20230419 00:00:00 US/Eastern,2003.25,2003.95,2002.92,2003.41,-1
20230419 00:30:00 US/Eastern,2003.13,2004.65,2002.54,2003.33,-1
20230419 01:00:00 US/Eastern,2003.81,2004.42,2003.36,2003.95,-1
20230419 01:30:00 US/Eastern,2001.91,2004.46,1999.43,2002.09,-1
20230419 02:00:00 US/Eastern,1994.86,2001.54,1987.0,1995.02,-1
20230419 02:30:00 US/Eastern,1991.98,1995.05,1989.73,1992.15,-1
20230419 03:00:00 US/Eastern,1993.48,1995.69,1990.29,1993.65,-1
20230419 03:30:00 US/Eastern,1992.52,1995.21,1990.77,1992.65,-1
20230419 04:00:00 US/Eastern,1986.8,1991.63,1984.05,1986.97,-1
20230419 04:30:00 US/Eastern,1981.37,1986.81,1976.52,1981.53,-1
20230419 05:00:00 US/Eastern,1978.92,1980.76,1976.78,1979.08,-1
20230419 05:30:00 US/Eastern,1975.26,1977.8,1972.64,1975.39,-1
20230419 06:00:00 US/Eastern,1974.0,1976.55,1971.3,1974.15,-1
20230419 06:30:00 US/Eastern,1973.92,1975.7,1972.11,1974.1,-1
20230419 07:00:00 US/Eastern,1971.82,1973.33,1969.79,1971.99,-1
20230419 07:30:00 US/Eastern,1970.39,1971.84,1969.25,1970.54,-1
20230419 08:00:00 US/Eastern,1972.9,1977.35,1969.66,1973.08,-1
20230419 08:30:00 US/Eastern,1978.79,1980.64,1976.69,1978.93,-1
20230419 09:00:00 US/Eastern,1982.17,1985.09,1979.32,1982.33,-1
20230419 09:30:00 US/Eastern,1989.27,1993.06,1982.9,1989.43,-1
20230419 10:00:00 US/Eastern,1992.52,1995.76,1990.5,1992.67,-1
20230419 10:30:00 US/Eastern,1993.8,1996.0,1991.49,1993.96,-1
20230419 11:00:00 US/Eastern,1994.11,1995.9,1992.23,1994.29,-1
20230419 11:30:00 US/Eastern,1991.46,1994.4,1988.84,1991.66,-1
20230419 12:00:00 US/Eastern,1992.4,1993.92,1990.3,1992.59,-1
20230419 12:30:00 US/Eastern,1995.17,1996.6,1992.71,1995.34,-1
20230419 13:00:00 US/Eastern,1995.14,1996.65,1993.65,1995.29,-1
20230419 13:30:00 US/Eastern,1994.4,1996.13,1993.66,1994.59,-1
20230419 14:00:00 US/Eastern,1994.84,1996.17,1993.63,1995.01,-1
20230419 14:30:00 US/Eastern,1995.58,1996.82,1994.68,1995.75,-1
20230419 15:00:00 US/Eastern,1996.05,1996.97,1995.49,1996.23,-1
20230419 15:30:00 US/Eastern,1994.83,1996.05,1993.76,1994.98,-1
20230419 16:00:00 US/Eastern,1994.46,1995.15,1993.84,1994.63,-1
20230419 16:30:00 US/Eastern,1994.66,1996.0,1993.06,1994.9,-1
20230419 18:00:00 US/Eastern,1994.83,1996.18,1993.36,1995.11,-1
20230419 18:30:00 US/Eastern,1995.1,1995.92,1994.38,1995.2,-1
20230419 19:00:00 US/Eastern,1994.2,1994.91,1993.43,1994.39,-1
20230419 19:30:00 US/Eastern,1994.0,1994.81,1993.19,1994.14,-1
20230419 20:00:00 US/Eastern,1994.92,1996.74,1993.51,1995.13,-1
20230419 20:30:00 US/Eastern,1995.72,1996.87,1994.65,1995.94,-1
20230419 21:00:00 US/Eastern,1994.0,1995.85,1992.18,1994.14,-1
20230419 21:30:00 US/Eastern,1996.31,1998.96,1994.78,1996.47,-1
20230419 22:00:00 US/Eastern,1994.99,1997.07,1992.06,1995.16,-1
20230419 22:30:00 US/Eastern,1993.19,1994.33,1991.51,1993.39,-1
20230419 23:00:00 US/Eastern,1991.71,1992.92,1990.49,1991.93,-1
20230419 23:30:00 US/Eastern,1992.66,1993.36,1992.11,1992.81,-1
20230420 00:00:00 US/Eastern,1993.2,1994.52,1992.15,1993.35,-1
20230420 00:30:00 US/Eastern,1992.9,1993.79,1992.01,1993.06,-1
20230420 01:00:00 US/Eastern,1992.15,1993.0,1991.39,1992.31,-1
20230420 01:30:00 US/Eastern,1993.58,1995.42,1991.88,1993.76,-1
20230420 02:00:00 US/Eastern,1996.54,1998.65,1994.19,1996.69,-1
20230420 02:30:00 US/Eastern,1998.34,2001.63,1996.26,1998.52,-1
20230420 03:00:00 US/Eastern,1998.59,2000.13,1997.16,1998.75,-1
20230420 03:30:00 US/Eastern,1996.92,1999.22,1995.47,1997.06,-1
20230420 04:00:00 US/Eastern,1997.17,1999.25,1994.52,1997.33,-1
20230420 04:30:00 US/Eastern,1997.9,1998.81,1996.53,1998.03,-1
20230420 05:00:00 US/Eastern,1994.71,1998.0,1992.4,1994.84,-1
20230420 05:30:00 US/Eastern,1997.64,2000.31,1993.69,1997.78,-1
20230420 06:00:00 US/Eastern,2000.68,2004.68,1999.55,2000.84,-1
20230420 06:30:00 US/Eastern,2003.33,2004.88,2002.17,2003.48,-1
20230420 07:00:00 US/Eastern,2002.84,2004.8,2001.13,2003.04,-1
20230420 07:30:00 US/Eastern,2002.01,2003.17,2001.0,2002.18,-1
20230420 08:00:00 US/Eastern,2000.08,2003.19,1997.41,2000.25,-1
20230420 08:30:00 US/Eastern,2007.26,2011.6,1999.03,2007.42,-1
20230420 09:00:00 US/Eastern,2004.66,2007.45,2002.99,2004.81,-1
20230420 09:30:00 US/Eastern,2004.82,2007.06,2003.0,2004.97,-1
20230420 10:00:00 US/Eastern,2008.25,2012.5,2003.13,2008.42,-1
20230420 10:30:00 US/Eastern,2005.32,2008.1,2000.97,2005.47,-1
20230420 11:00:00 US/Eastern,2001.34,2004.15,1999.05,2001.48,-1
20230420 11:30:00 US/Eastern,2003.23,2004.34,2002.1,2003.37,-1
20230420 12:00:00 US/Eastern,2004.7,2007.08,2002.27,2004.84,-1
20230420 12:30:00 US/Eastern,2005.62,2007.13,2004.44,2005.79,-1
20230420 13:00:00 US/Eastern,2007.12,2008.49,2005.58,2007.27,-1
20230420 13:30:00 US/Eastern,2006.73,2008.5,2005.45,2006.91,-1
20230420 14:00:00 US/Eastern,2004.87,2006.95,2004.21,2005.02,-1
20230420 14:30:00 US/Eastern,2005.75,2006.5,2004.24,2005.93,-1
20230420 15:00:00 US/Eastern,2004.63,2006.14,2003.14,2004.83,-1
20230420 15:30:00 US/Eastern,2003.81,2005.34,2002.15,2004.0,-1
20230420 16:00:00 US/Eastern,2004.9,2005.88,2003.04,2005.05,-1
20230420 16:30:00 US/Eastern,2004.71,2006.29,2004.2,2004.96,-1
20230420 18:00:00 US/Eastern,2003.67,2007.07,2002.49,2003.97,-1
20230420 18:30:00 US/Eastern,2004.22,2005.12,2003.14,2004.44,-1
20230420 19:00:00 US/Eastern,2004.42,2005.46,2003.08,2004.63,-1
20230420 19:30:00 US/Eastern,2003.59,2005.69,2001.84,2003.77,-1
20230420 20:00:00 US/Eastern,2003.54,2005.72,2001.52,2003.73,-1
20230420 20:30:00 US/Eastern,2003.48,2004.82,2001.81,2003.69,-1
20230420 21:00:00 US/Eastern,2004.03,2005.36,2002.37,2004.24,-1
20230420 21:30:00 US/Eastern,2002.11,2003.48,2000.41,2002.29,-1
20230420 22:00:00 US/Eastern,2002.49,2003.56,2001.44,2002.69,-1
20230420 22:30:00 US/Eastern,2002.95,2004.07,2001.75,2003.13,-1
20230420 23:00:00 US/Eastern,2002.18,2003.42,2001.6,2002.39,-1
20230420 23:30:00 US/Eastern,2001.9,2002.81,2001.09,2002.03,-1
20230421 00:00:00 US/Eastern,2001.62,2002.5,2000.54,2001.73,-1
20230421 00:30:00 US/Eastern,2000.84,2001.41,2000.3,2000.97,-1
20230421 01:00:00 US/Eastern,1999.94,2001.19,1998.85,2000.12,-1
20230421 01:30:00 US/Eastern,1995.58,1999.49,1993.93,1995.76,-1
20230421 02:00:00 US/Eastern,1995.47,1998.22,1989.43,1995.63,-1
20230421 02:30:00 US/Eastern,1985.83,1990.0,1981.88,1985.99,-1
20230421 03:00:00 US/Eastern,1985.22,1987.57,1983.15,1985.38,-1
20230421 03:30:00 US/Eastern,1985.17,1987.73,1982.9,1985.32,-1
20230421 04:00:00 US/Eastern,1986.92,1989.79,1984.06,1987.09,-1
20230421 04:30:00 US/Eastern,1986.55,1988.63,1985.0,1986.71,-1
20230421 05:00:00 US/Eastern,1987.32,1990.28,1985.08,1987.48,-1
20230421 05:30:00 US/Eastern,1985.99,1986.97,1984.78,1986.13,-1
20230421 06:00:00 US/Eastern,1988.18,1989.42,1986.03,1988.34,-1
20230421 06:30:00 US/Eastern,1989.58,1992.43,1987.21,1989.75,-1
20230421 07:00:00 US/Eastern,1986.44,1988.43,1984.8,1986.62,-1
20230421 07:30:00 US/Eastern,1987.37,1988.57,1984.95,1987.55,-1
20230421 08:00:00 US/Eastern,1985.06,1989.29,1982.17,1985.21,-1
20230421 08:30:00 US/Eastern,1988.51,1991.24,1986.31,1988.68,-1
20230421 09:00:00 US/Eastern,1990.77,1993.32,1988.87,1990.95,-1
20230421 09:30:00 US/Eastern,1986.69,1998.13,1972.44,1986.89,-1
20230421 10:00:00 US/Eastern,1978.73,1987.61,1971.64,1978.91,-1
20230421 10:30:00 US/Eastern,1978.86,1983.41,1975.92,1979.03,-1
20230421 11:00:00 US/Eastern,1978.1,1979.93,1976.57,1978.27,-1
20230421 11:30:00 US/Eastern,1976.11,1977.68,1974.42,1976.27,-1
20230421 12:00:00 US/Eastern,1976.05,1977.78,1974.02,1976.23,-1
20230421 12:30:00 US/Eastern,1977.15,1978.66,1975.52,1977.32,-1
20230421 13:00:00 US/Eastern,1978.41,1980.34,1977.36,1978.65,-1
20230421 13:30:00 US/Eastern,1979.87,1980.87,1978.41,1980.04,-1
20230421 14:00:00 US/Eastern,1980.9,1982.76,1979.51,1981.1,-1
20230421 14:30:00 US/Eastern,1979.35,1980.04,1978.91,1979.51,-1
20230421 15:00:00 US/Eastern,1980.5,1982.55,1978.63,1980.68,-1
20230421 15:30:00 US/Eastern,1982.45,1983.14,1981.4,1982.6,-1
20230421 16:00:00 US/Eastern,1982.55,1983.75,1981.9,1982.7,-1
20230421 16:30:00 US/Eastern,1982.63,1984.0,1976.0,1982.93,-1
20230423 18:00:00 US/Eastern,1982.28,1983.78,1978.95,1982.63,-1
20230423 18:30:00 US/Eastern,1983.19,1984.14,1982.39,1983.37,-1
20230423 19:00:00 US/Eastern,1984.46,1985.2,1983.89,1984.61,-1
20230423 19:30:00 US/Eastern,1984.76,1985.5,1984.13,1984.9,-1
20230423 20:00:00 US/Eastern,1983.72,1984.83,1982.73,1983.93,-1
20230423 20:30:00 US/Eastern,1982.63,1984.21,1981.29,1982.84,-1
20230423 21:00:00 US/Eastern,1983.4,1984.8,1982.44,1983.61,-1
20230423 21:30:00 US/Eastern,1982.24,1984.53,1979.23,1982.41,-1
20230423 22:00:00 US/Eastern,1980.75,1981.82,1978.58,1980.94,-1
20230423 22:30:00 US/Eastern,1981.49,1983.41,1979.77,1981.61,-1
20230423 23:00:00 US/Eastern,1980.84,1981.67,1980.04,1981.01,-1
20230423 23:30:00 US/Eastern,1980.57,1981.18,1980.04,1980.8,-1
20230424 00:00:00 US/Eastern,1980.56,1981.35,1979.82,1980.75,-1
20230424 00:30:00 US/Eastern,1979.41,1980.8,1978.14,1979.59,-1
20230424 01:00:00 US/Eastern,1977.92,1979.97,1976.51,1978.12,-1
20230424 01:30:00 US/Eastern,1977.9,1979.45,1976.49,1978.06,-1
20230424 02:00:00 US/Eastern,1980.46,1981.69,1978.55,1980.64,-1
20230424 02:30:00 US/Eastern,1979.72,1981.78,1977.67,1979.88,-1
20230424 03:00:00 US/Eastern,1979.58,1983.22,1978.15,1979.74,-1
20230424 03:30:00 US/Eastern,1982.19,1983.38,1981.08,1982.36,-1
20230424 04:00:00 US/Eastern,1982.01,1983.4,1980.77,1982.2,-1
20230424 04:30:00 US/Eastern,1982.73,1985.47,1980.79,1982.92,-1
20230424 05:00:00 US/Eastern,1985.18,1986.92,1983.99,1985.36,-1
20230424 05:30:00 US/Eastern,1985.12,1987.11,1982.94,1985.28,-1
20230424 06:00:00 US/Eastern,1984.16,1985.53,1983.24,1984.32,-1
20230424 06:30:00 US/Eastern,1984.47,1985.28,1983.24,1984.63,-1
20230424 07:00:00 US/Eastern,1984.02,1985.41,1983.24,1984.2,-1
20230424 07:30:00 US/Eastern,1984.02,1985.4,1982.66,1984.16,-1
20230424 08:00:00 US/Eastern,1982.78,1984.69,1980.96,1982.96,-1
20230424 08:30:00 US/Eastern,1983.27,1984.51,1981.94,1983.43,-1
20230424 09:00:00 US/Eastern,1982.85,1985.22,1980.52,1982.98,-1
20230424 09:30:00 US/Eastern,1977.75,1982.11,1974.11,1977.88,-1
20230424 10:00:00 US/Eastern,1978.8,1982.05,1976.41,1978.92,-1
20230424 10:30:00 US/Eastern,1984.1,1987.38,1980.51,1984.21,-1
20230424 11:00:00 US/Eastern,1983.44,1984.96,1981.94,1983.57,-1
20230424 11:30:00 US/Eastern,1983.21,1985.55,1981.46,1983.37,-1
20230424 12:00:00 US/Eastern,1985.89,1986.9,1984.61,1986.03,-1
20230424 12:30:00 US/Eastern,1986.16,1987.81,1984.58,1986.32,-1
20230424 13:00:00 US/Eastern,1988.73,1990.91,1986.52,1988.87,-1
20230424 13:30:00 US/Eastern,1989.66,1990.9,1988.46,1989.8,-1
20230424 14:00:00 US/Eastern,1989.21,1990.19,1987.87,1989.37,-1
20230424 14:30:00 US/Eastern,1989.55,1990.54,1988.46,1989.7,-1
20230424 15:00:00 US/Eastern,1988.67,1989.98,1987.42,1988.8,-1
20230424 15:30:00 US/Eastern,1988.38,1989.26,1987.88,1988.55,-1
20230424 16:00:00 US/Eastern,1988.86,1989.4,1988.24,1989.0,-1
20230424 16:30:00 US/Eastern,1989.0,1990.24,1988.6,1989.16,-1
20230424 18:00:00 US/Eastern,1991.66,1993.66,1987.87,1992.05,-1
20230424 18:30:00 US/Eastern,1992.68,1993.58,1991.96,1992.89,-1
20230424 19:00:00 US/Eastern,1992.12,1992.81,1991.65,1992.31,-1
20230424 19:30:00 US/Eastern,1994.39,1996.82,1992.11,1994.6,-1
20230424 20:00:00 US/Eastern,1994.62,1996.06,1993.23,1994.79,-1
20230424 20:30:00 US/Eastern,1997.66,2001.17,1995.66,1997.85,-1
20230424 21:00:00 US/Eastern,1999.34,2000.79,1996.69,1999.52,-1
20230424 21:30:00 US/Eastern,1997.25,2000.0,1995.28,1997.43,-1
20230424 22:00:00 US/Eastern,1996.99,1998.4,1996.2,1997.17,-1
20230424 22:30:00 US/Eastern,1995.5,1997.76,1994.13,1995.67,-1
20230424 23:00:00 US/Eastern,1995.17,1996.66,1993.92,1995.29,-1
20230424 23:30:00 US/Eastern,1994.75,1995.73,1992.89,1994.92,-1
20230425 00:00:00 US/Eastern,1992.52,1994.02,1991.23,1992.7,-1
20230425 00:30:00 US/Eastern,1991.79,1992.6,1990.99,1991.96,-1
20230425 01:00:00 US/Eastern,1992.49,1994.1,1990.83,1992.65,-1
20230425 01:30:00 US/Eastern,1993.25,1995.89,1991.58,1993.4,-1
20230425 02:00:00 US/Eastern,1995.42,1997.01,1993.62,1995.59,-1
20230425 02:30:00 US/Eastern,1994.28,1996.09,1992.91,1994.47,-1
20230425 03:00:00 US/Eastern,1995.14,1997.39,1992.83,1995.29,-1
20230425 03:30:00 US/Eastern,1992.06,1996.12,1987.56,1992.21,-1
20230425 04:00:00 US/Eastern,1989.3,1990.97,1987.76,1989.44,-1
20230425 04:30:00 US/Eastern,1988.97,1991.17,1986.91,1989.14,-1
20230425 05:00:00 US/Eastern,1989.91,1991.01,1988.46,1990.07,-1
20230425 05:30:00 US/Eastern,1989.25,1990.65,1987.0,1989.45,-1
20230425 06:00:00 US/Eastern,1986.5,1988.62,1983.98,1986.67,-1
20230425 06:30:00 US/Eastern,1983.71,1985.69,1981.77,1983.9,-1
20230425 07:00:00 US/Eastern,1981.44,1982.87,1979.61,1981.59,-1
20230425 07:30:00 US/Eastern,1979.3,1982.99,1976.7,1979.45,-1
20230425 08:00:00 US/Eastern,1979.75,1984.7,1976.11,1979.91,-1
20230425 08:30:00 US/Eastern,1989.91,1994.69,1983.98,1990.07,-1
20230425 09:00:00 US/Eastern,1990.49,1993.78,1988.0,1990.64,-1
20230425 09:30:00 US/Eastern,1986.89,1989.99,1983.67,1987.05,-1
20230425 10:00:00 US/Eastern,1986.38,1989.38,1983.5,1986.53,-1
20230425 10:30:00 US/Eastern,1986.33,1988.14,1984.88,1986.47,-1
20230425 11:00:00 US/Eastern,1987.14,1988.92,1985.48,1987.27,-1
20230425 11:30:00 US/Eastern,1989.02,1990.77,1987.81,1989.17,-1
20230425 12:00:00 US/Eastern,1990.3,1991.86,1989.3,1990.46,-1
20230425 12:30:00 US/Eastern,1989.45,1990.83,1988.24,1989.61,-1
20230425 13:00:00 US/Eastern,1991.72,1996.5,1990.0,1991.86,-1
20230425 13:30:00 US/Eastern,1996.31,1999.78,1993.66,1996.43,-1
20230425 14:00:00 US/Eastern,2000.81,2003.99,1998.6,2000.95,-1
20230425 14:30:00 US/Eastern,1996.71,1999.37,1994.32,1996.9,-1
20230425 15:00:00 US/Eastern,1997.48,1998.81,1994.65,1997.66,-1
20230425 15:30:00 US/Eastern,1998.47,1999.5,1997.3,1998.67,-1
20230425 16:00:00 US/Eastern,1996.7,1999.26,1995.78,1996.9,-1
20230425 16:30:00 US/Eastern,1996.33,1999.5,1995.67,1996.64,-1
20230425 18:00:00 US/Eastern,1997.21,1998.3,1995.34,1997.65,-1
20230425 18:30:00 US/Eastern,1997.55,1998.46,1997.01,1997.76,-1
20230425 19:00:00 US/Eastern,1999.42,2000.32,1997.61,1999.6,-1
20230425 19:30:00 US/Eastern,2000.46,2001.8,1999.57,2000.64,-1
20230425 20:00:00 US/Eastern,2001.54,2002.61,2000.14,2001.67,-1
20230425 20:30:00 US/Eastern,1999.47,2002.02,1997.33,1999.66,-1
20230425 21:00:00 US/Eastern,1997.35,1999.17,1995.57,1997.6,-1
20230425 21:30:00 US/Eastern,1997.78,1999.7,1996.34,1997.96,-1
20230425 22:00:00 US/Eastern,1998.19,2001.0,1996.7,1998.38,-1
20230425 22:30:00 US/Eastern,1998.04,1999.22,1997.3,1998.23,-1
20230425 23:00:00 US/Eastern,1996.73,1998.7,1994.62,1996.91,-1
20230425 23:30:00 US/Eastern,1994.69,1995.83,1993.09,1994.82,-1
20230426 00:00:00 US/Eastern,1994.75,1995.5,1994.25,1994.89,-1
20230426 00:30:00 US/Eastern,1995.41,1996.37,1994.65,1995.55,-1
20230426 01:00:00 US/Eastern,1996.05,1996.93,1995.28,1996.23,-1
20230426 01:30:00 US/Eastern,1996.58,1998.21,1995.63,1996.77,-1
20230426 02:00:00 US/Eastern,1996.01,1997.76,1994.36,1996.19,-1
20230426 02:30:00 US/Eastern,1998.17,1999.0,1996.95,1998.31,-1
20230426 03:00:00 US/Eastern,1997.79,1999.49,1996.51,1997.96,-1
20230426 03:30:00 US/Eastern,1996.65,1999.19,1995.18,1996.8,-1
20230426 04:00:00 US/Eastern,1997.05,1998.46,1995.37,1997.19,-1
20230426 04:30:00 US/Eastern,1997.05,1998.29,1996.14,1997.21,-1
20230426 05:00:00 US/Eastern,1998.32,2000.33,1997.09,1998.47,-1
20230426 05:30:00 US/Eastern,1998.6,2000.0,1997.1,1998.71,-1
20230426 06:00:00 US/Eastern,1999.43,2000.03,1998.67,1999.59,-1
20230426 06:30:00 US/Eastern,1999.43,2000.51,1998.64,1999.6,-1
20230426 07:00:00 US/Eastern,1999.51,2001.88,1998.03,1999.68,-1
20230426 07:30:00 US/Eastern,1996.9,2000.96,1991.41,1997.05,-1
20230426 08:00:00 US/Eastern,1996.11,1998.71,1994.51,1996.26,-1
20230426 08:30:00 US/Eastern,1997.34,2000.38,1993.71,1997.59,-1
20230426 09:00:00 US/Eastern,2001.37,2009.5,1997.52,2001.56,-1
20230426 09:30:00 US/Eastern,2004.56,2008.83,2001.99,2004.75,-1
20230426 10:00:00 US/Eastern,2000.76,2004.29,1997.48,2000.96,-1
20230426 10:30:00 US/Eastern,2000.27,2004.2,1997.47,2000.45,-1
20230426 11:00:00 US/Eastern,1996.51,1999.71,1993.65,1996.69,-1
20230426 11:30:00 US/Eastern,1995.35,1997.42,1991.44,1995.53,-1
20230426 12:00:00 US/Eastern,1988.68,1992.64,1985.48,1988.85,-1
20230426 12:30:00 US/Eastern,1986.83,1988.8,1985.46,1987.02,-1
20230426 13:00:00 US/Eastern,1986.73,1988.4,1984.61,1986.9,-1
20230426 13:30:00 US/Eastern,1986.19,1988.87,1983.25,1986.35,-1
20230426 14:00:00 US/Eastern,1986.64,1989.19,1985.3,1986.81,-1
20230426 14:30:00 US/Eastern,1987.25,1991.15,1984.47,1987.42,-1
20230426 15:00:00 US/Eastern,1990.25,1991.74,1988.6,1990.43,-1
20230426 15:30:00 US/Eastern,1988.54,1991.03,1987.01,1988.69,-1
20230426 16:00:00 US/Eastern,1988.57,1989.79,1987.22,1988.75,-1
20230426 16:30:00 US/Eastern,1988.94,1990.19,1985.25,1989.2,-1
20230426 18:00:00 US/Eastern,1990.05,1995.5,1988.64,1990.41,-1
20230426 18:30:00 US/Eastern,1989.65,1990.79,1989.13,1989.83,-1
20230426 19:00:00 US/Eastern,1991.07,1991.89,1989.96,1991.34,-1
20230426 19:30:00 US/Eastern,1991.49,1992.1,1991.03,1991.73,-1
20230426 20:00:00 US/Eastern,1991.16,1992.45,1989.77,1991.37,-1
20230426 20:30:00 US/Eastern,1991.2,1991.98,1990.54,1991.41,-1
20230426 21:00:00 US/Eastern,1990.7,1992.16,1989.6,1990.89,-1
20230426 21:30:00 US/Eastern,1992.8,1995.22,1991.13,1992.97,-1
